cost_price,promo_price,promo_volume,promo_pe
91.0,149.95,350.0,-0.7405925925925926
74.0,0.0,0.0,1.0
105.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
91.0,149.95,410.0,0.0
98.0,179.95,260.0,-1.828658536585366
183.0,249.95,420.0,1.5819780219780217
92.0,0.0,0.0,1.0
92.0,119.95,1300.0,0.0
84.0,0.0,0.0,1.0
29.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0
92.0,119.95,1010.0,0.0
185.0,249.95,230.0,-0.7125742574257428
98.0,179.95,360.0,-2.0182298136645964
91.0,149.95,470.0,-1.8328240740740744
84.0,0.0,0.0,1.0
92.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
92.0,119.95,920.0,0.0
84.0,0.0,0.0,1.0
74.0,0.0,0.0,0.0
187.0,249.95,340.0,0.0
91.0,149.95,170.0,1.24975
29.0,0.0,0.0,1.0
98.0,179.95,130.0,0.0
74.0,0.0,0.0,1.0
84.0,169.95,10.0,0.0
187.0,249.95,40.0,6.373125000000001
91.0,149.95,60.0,-1.24975
105.0,0.0,0.0,1.0
98.0,174.95,120.0,0.0
92.0,119.95,50.0,1.855530303030303
92.0,179.95,60.0,0.39983333333333343
29.0,0.0,0.0,1.0
93.0,0.0,0.0,0.0
84.0,169.95,110.0,0.0
98.0,179.95,330.0,33.990000000000016
187.0,0.0,0.0,1.0
91.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0
188.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
92.0,189.95,40.0,0.0
99.0,179.95,390.0,-166.20624999999995
94.0,0.0,0.0,1.0
29.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
84.0,169.95,20.0,0.0
74.0,0.0,0.0,1.0
84.0,169.95,70.0,0.0
92.0,189.95,40.0,-3.6417857142857164
99.0,179.95,230.0,-90.22624999999996
190.0,0.0,0.0,1.0
30.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
30.0,44.95,100.0,0.0
99.0,179.95,20.0,-0.2663703703703704
74.0,0.0,0.0,1.0
84.0,0.0,0.0,0.0
190.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
95.0,139.95,240.0,0.0
91.0,159.95,110.0,-3.7903124999999984
92.0,0.0,0.0,1.0
190.0,0.0,0.0,0.0
31.0,44.95,150.0,0.0
95.0,139.95,400.0,0.7885964912280703
105.0,0.0,0.0,1.0
74.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
91.0,159.95,330.0,0.0
95.0,139.95,730.0,-9.693939393939388
190.0,0.0,0.0,1.0
99.0,0.0,0.0,0.0
91.0,159.95,330.0,0.0
92.0,0.0,0.0,1.0
31.0,44.95,250.0,0.0
84.0,0.0,0.0,1.0
105.0,0.0,0.0,0.0
191.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
31.0,44.95,300.0,0.0
95.0,139.95,640.0,0.5362456140350879
91.0,159.95,250.0,-4.264101562499998
105.0,0.0,0.0,1.0
95.0,139.95,470.0,0.0
91.0,159.95,60.0,-6.104202127659572
84.0,0.0,0.0,1.0
99.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
191.0,0.0,0.0,0.0
31.0,44.95,200.0,0.0
92.0,0.0,0.0,1.0
105.0,0.0,0.0,0.0
91.0,159.95,50.0,0.0
31.0,44.95,40.0,0.2781739130434782
74.0,0.0,0.0,1.0
84.0,0.0,0.0,0.0
191.0,0.0,0.0,0.0
95.0,139.95,20.0,0.0
99.0,0.0,0.0,1.0
91.0,159.95,210.0,0.0
99.0,0.0,0.0,1.0
74.0,0.0,0.0,0.0
191.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
91.0,159.95,200.0,0.0
191.0,0.0,0.0,1.0
191.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
91.0,159.95,130.0,0.0
105.0,0.0,0.0,1.0
31.0,0.0,0.0,0.0
191.0,279.95,190.0,0.0
84.0,0.0,0.0,1.0
31.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
99.0,159.95,100.0,0.0
91.0,0.0,0.0,1.0
95.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
191.0,279.95,450.0,0.0
95.0,0.0,0.0,1.0
92.0,0.0,0.0,0.0
99.0,159.95,510.0,0.0
31.0,0.0,0.0,1.0
91.0,0.0,0.0,0.0
99.0,159.95,230.0,0.0
92.0,0.0,0.0,1.0
191.0,279.95,260.0,0.0
84.0,0.0,0.0,1.0
31.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0
191.0,279.95,250.0,0.0
74.0,0.0,0.0,1.0
31.0,0.0,0.0,0.0
99.0,159.95,260.0,0.0
91.0,0.0,0.0,1.0
74.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
99.0,159.95,10.0,0.0
191.0,279.95,20.0,1.3329166666666665
31.0,0.0,0.0,1.0
95.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0
191.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
191.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
74.0,134.95,260.0,0.0
84.0,0.0,0.0,1.0
31.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
191.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0
74.0,134.95,210.0,0.0
84.0,0.0,0.0,1.0
91.0,0.0,0.0,0.0
191.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
74.0,134.95,110.0,0.0
95.0,0.0,0.0,1.0
191.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
74.0,134.95,580.0,0.0
31.0,0.0,0.0,1.0
99.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
74.0,134.95,1110.0,0.0
31.0,0.0,0.0,1.0
92.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
191.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
74.0,134.95,690.0,0.0
95.0,0.0,0.0,1.0
191.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0
74.0,134.95,500.0,0.0
95.0,0.0,0.0,1.0
99.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
191.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
99.0,169.95,70.0,0.0
191.0,0.0,0.0,1.0
84.0,0.0,0.0,0.0
74.0,134.95,20.0,0.0
95.0,0.0,0.0,1.0
31.0,0.0,0.0,0.0
63.0,0.0,0.0,0.0
164.0,0.0,0.0,0.0
76.0,0.0,0.0,0.0
85.0,169.95,280.0,0.0
84.0,0.0,0.0,1.0
105.0,0.0,0.0,0.0
95.0,144.95,70.0,0.0
74.0,0.0,0.0,1.0
191.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
99.0,169.95,280.0,0.0
105.0,0.0,0.0,1.0
95.0,144.95,340.0,0.0
92.0,0.0,0.0,1.0
91.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
32.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0
192.0,0.0,0.0,0.0
95.0,144.95,210.0,0.0
99.0,169.95,320.0,3.0370476190476166
91.0,0.0,0.0,1.0
92.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
191.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
95.0,125.0,110.0,0.0
92.0,189.95,30.0,-1.3996780740429706
32.0,0.0,0.0,1.0
99.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
192.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
95.0,125.0,580.0,0.0
84.0,0.0,0.0,1.0
33.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
95.0,125.0,510.0,0.0
91.0,0.0,0.0,1.0
105.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
193.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
33.0,0.0,0.0,0.0
92.0,189.95,240.0,0.0
74.0,0.0,0.0,1.0
84.0,0.0,0.0,0.0
195.0,0.0,0.0,0.0
92.0,189.95,150.0,0.0
99.0,0.0,0.0,1.0
33.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0
95.0,125.0,560.0,0.0
196.0,0.0,0.0,1.0
105.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
95.0,189.95,190.0,0.0
74.0,0.0,0.0,1.0
84.0,0.0,0.0,0.0
94.0,125.0,680.0,0.0
91.0,0.0,0.0,1.0
33.0,0.0,0.0,0.0
95.0,197.45,70.0,0.0
196.0,0.0,0.0,1.0
33.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
94.0,125.0,250.0,0.0
105.0,0.0,0.0,1.0
94.0,0.0,0.0,0.0
33.0,0.0,0.0,0.0
95.0,199.95,110.0,0.0
99.0,0.0,0.0,1.0
84.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
196.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0
197.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0
95.0,199.95,140.0,0.0
99.0,0.0,0.0,1.0
99.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0
94.0,125.0,420.0,0.0
91.0,0.0,0.0,1.0
197.0,0.0,0.0,0.0
95.0,199.95,50.0,0.0
34.0,0.0,0.0,1.0
91.0,0.0,0.0,0.0
84.0,169.95,40.0,0.0
99.0,0.0,0.0,1.0
94.0,125.0,1030.0,0.0
95.0,0.0,0.0,1.0
34.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0
197.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
94.0,125.0,1050.0,0.0
84.0,169.95,60.0,-2.621960908946449
73.0,0.0,0.0,1.0
99.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0
197.0,0.0,0.0,0.0
94.0,125.0,980.0,0.0
84.0,169.95,70.0,-2.5822342285078665
34.0,0.0,0.0,1.0
105.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
197.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
94.0,125.0,770.0,0.0
105.0,209.95,10.0,-1.4523440067877973
73.0,0.0,0.0,1.0
91.0,0.0,0.0,0.0
99.0,179.95,80.0,0.0
34.0,0.0,140.0,-0.75
84.0,169.95,20.0,-0.0
197.0,0.0,0.0,1.0
105.0,209.95,10.0,0.0
95.0,0.0,0.0,1.0
84.0,0.0,0.0,0.0
197.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0
99.0,179.95,140.0,0.0
92.0,0.0,0.0,1.0
34.0,59.63,30.0,0.0
73.0,0.0,0.0,1.0
105.0,209.95,50.0,0.0
94.0,0.0,0.0,1.0
34.0,57.98,90.0,0.0
84.0,0.0,0.0,1.0
95.0,0.0,0.0,0.0
99.0,179.95,330.0,0.0
92.0,0.0,0.0,1.0
197.0,0.0,0.0,0.0
34.0,59.63,160.0,0.0
92.0,0.0,0.0,1.0
99.0,179.95,300.0,0.0
197.0,0.0,0.0,1.0
73.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
99.0,179.95,230.0,0.0
73.0,0.0,0.0,1.0
84.0,0.0,0.0,0.0
197.0,0.0,0.0,0.0
34.0,0.0,40.0,0.0
94.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
92.0,149.95,70.0,0.0
34.0,0.0,0.0,1.0
197.0,0.0,0.0,0.0
94.0,0.0,690.0,0.0
73.0,0.0,0.0,0.0
99.0,179.95,60.0,0.0
95.0,199.95,20.0,-5.998333333333335
84.0,0.0,0.0,1.0
99.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0
92.0,149.95,140.0,0.0
197.0,0.0,0.0,1.0
84.0,0.0,0.0,0.0
94.0,125.0,810.0,0.0
95.0,199.95,90.0,-1.4824697946779335
197.0,0.0,0.0,1.0
92.0,149.95,260.0,0.0
84.0,0.0,0.0,1.0
99.0,0.0,0.0,0.0
94.0,125.0,570.0,0.0
95.0,199.95,90.0,-1.404445068642253
73.0,0.0,0.0,1.0
34.0,0.0,0.0,0.0
92.0,149.95,130.0,0.0
95.0,199.95,10.0,-2.768307692307692
197.0,0.0,0.0,1.0
73.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
94.0,125.0,860.0,0.0
34.0,0.0,50.0,0.9418604651162791
34.0,49.95,140.0,0.0
73.0,0.0,0.0,1.0
99.0,0.0,0.0,0.0
95.0,199.95,90.0,0.0
197.0,0.0,0.0,1.0
94.0,125.0,450.0,0.0
84.0,0.0,0.0,1.0
92.0,149.95,120.0,0.0
95.0,0.0,0.0,1.0
84.0,0.0,0.0,0.0
34.0,49.95,130.0,0.0
99.0,0.0,0.0,1.0
92.0,0.0,0.0,0.0
94.0,125.0,290.0,0.0
197.0,0.0,0.0,1.0
73.0,0.0,0.0,0.0
34.0,49.95,150.0,0.0
73.0,0.0,0.0,1.0
99.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0
197.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
197.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
34.0,49.95,70.0,0.0
91.0,0.0,0.0,1.0
110.0,0.0,0.0,0.0
195.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0
94.0,125.0,200.0,0.0
99.0,0.0,0.0,1.0
73.0,0.0,0.0,0.0
192.0,286.95,90.0,0.0
95.0,0.0,0.0,1.0
110.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0
91.0,169.95,220.0,0.0
99.0,0.0,0.0,1.0
14.0,0.0,0.0,0.0
191.0,286.95,80.0,0.0
94.0,125.0,850.0,-17.0539904291448
91.0,169.95,240.0,-1.995681476149971
35.0,0.0,0.0,1.0
95.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0
191.0,286.95,170.0,0.0
94.0,125.0,610.0,-4.585947006156585
91.0,169.95,170.0,-2.0058717336202343
95.0,0.0,0.0,1.0
191.0,286.95,130.0,0.0
14.0,0.0,0.0,1.0
36.0,0.0,0.0,0.0
94.0,125.0,610.0,0.0
99.0,0.0,0.0,1.0
91.0,169.95,280.0,0.0
95.0,0.0,0.0,1.0
73.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
94.0,125.0,500.0,0.0
36.0,0.0,0.0,1.0
73.0,0.0,0.0,0.0
61.0,0.0,0.0,0.0
91.0,169.95,220.0,0.0
190.0,286.95,150.0,-0.4621794871794872
91.0,169.95,40.0,1.7985470085470086
94.0,125.0,40.0,-0.0
190.0,0.0,0.0,1.0
73.0,0.0,0.0,0.0
37.0,57.95,60.0,0.0
99.0,0.0,0.0,1.0
94.0,0.0,0.0,0.0
190.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
37.0,57.95,130.0,0.0
84.0,0.0,0.0,1.0
91.0,0.0,0.0,0.0
38.0,57.95,80.0,0.0
95.0,0.0,0.0,1.0
190.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
190.0,0.0,0.0,0.0
75.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
40.0,57.95,120.0,0.0
40.0,0.0,0.0,1.0
95.0,0.0,0.0,0.0
96.0,0.0,0.0,0.0
190.0,299.95,50.0,0.0
76.0,129.95,180.0,-4.587470588235294
99.0,0.0,0.0,1.0
87.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
96.0,119.95,720.0,0.0
40.0,39.97,530.0,0.39576734461393115
193.0,299.95,260.0,-0.07832169963727253
99.0,149.95,590.0,-2.5380384615384615
87.0,169.95,180.0,-5.210127118644065
84.0,0.0,0.0,1.0
76.0,129.95,460.0,0.0
95.0,0.0,0.0,1.0
96.0,119.95,100.0,0.0
41.0,0.0,50.0,0.5
89.0,169.95,20.0,-0.0
76.0,129.95,500.0,-101.97000000000001
210.0,299.95,150.0,-0.5350882352941176
84.0,0.0,0.0,1.0
99.0,149.95,130.0,0.0
42.0,0.0,0.0,1.0
95.0,0.0,0.0,0.0
93.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
77.0,129.95,470.0,0.0
110.0,0.0,0.0,1.0
96.0,0.0,0.0,0.0
210.0,299.95,240.0,0.0
84.0,0.0,0.0,1.0
42.0,0.0,0.0,0.0
210.0,299.95,20.0,0.0
99.0,0.0,0.0,1.0
77.0,129.95,220.0,0.0
95.0,0.0,0.0,1.0
96.0,0.0,0.0,0.0
93.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
96.0,0.0,0.0,0.0
210.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
93.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
93.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
210.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0
110.0,0.0,0.0,0.0
98.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
98.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0
210.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0
110.0,0.0,0.0,0.0
98.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
96.0,0.0,0.0,0.0
110.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
207.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0
78.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
110.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
199.0,0.0,0.0,0.0
98.0,0.0,0.0,0.0
96.0,169.96,190.0,0.0
84.0,0.0,0.0,1.0
42.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
98.0,0.0,0.0,0.0
78.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
96.0,169.96,300.0,0.0
199.0,0.0,0.0,1.0
95.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0
78.0,0.0,0.0,0.0
98.0,169.96,330.0,0.0
98.0,0.0,0.0,1.0
199.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0
199.0,0.0,0.0,0.0
98.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0
95.0,0.0,0.0,0.0
99.0,169.96,220.0,0.0
100.0,0.0,0.0,1.0
110.0,0.0,0.0,0.0
78.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
100.0,169.95,80.0,0.0
100.0,0.0,0.0,1.0
110.0,0.0,0.0,0.0
