cost_price,regular_price,regular_volume,regular_pe
99.0,200.0,310.0,0.6749999999999998
91.0,0.0,0.0,1.0
92.0,205.0,40.0,0.0
31.0,0.0,0.0,1.0
84.0,180.0,60.0,0.0
105.0,220.0,90.0,2.249999999999999
191.0,300.0,200.0,3.3611111111111125
74.0,140.0,20.0,1.6875
92.0,205.0,30.0,1.076923076923077
84.0,180.0,100.0,-19.133333333333336
31.0,0.0,0.0,1.0
95.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
105.0,220.0,20.0,0.0
95.0,0.0,0.0,1.0
91.0,0.0,0.0,0.0
84.0,180.0,40.0,0.0
99.0,200.0,40.0,0.0
105.0,220.0,10.0,-7.499999999999994
74.0,140.0,210.0,-55.0
191.0,300.0,250.0,0.16666666666666666
31.0,0.0,0.0,1.0
92.0,205.0,20.0,0.0
105.0,220.0,10.0,-6.833333333333328
91.0,180.0,70.0,-33.00000000000001
31.0,50.0,90.0,-0.39560439560439575
74.0,140.0,160.0,0.43209876543209874
84.0,180.0,20.0,-3.062499999999999
191.0,300.0,170.0,11.249999999999998
95.0,150.0,140.0,0.3529411764705883
99.0,200.0,290.0,3.2142857142857157
91.0,0.0,0.0,1.0
99.0,200.0,270.0,0.0
74.0,140.0,360.0,-1.1111111111111107
191.0,300.0,340.0,-0.04861111111111113
92.0,205.0,40.0,2.7863777089783284
31.0,50.0,550.0,-16.862903225806452
95.0,150.0,100.0,-0.40909090909090906
84.0,180.0,10.0,-4.500000000000001
105.0,220.0,30.0,8.999999999999996
31.0,50.0,130.0,-4.313725490196078
95.0,150.0,90.0,-0.15384615384615385
99.0,200.0,370.0,9.333333333333334
74.0,140.0,190.0,1.6216216216216215
91.0,0.0,0.0,1.0
191.0,300.0,250.0,0.0
191.0,300.0,120.0,0.0
74.0,140.0,180.0,-0.9375
95.0,150.0,110.0,-5.444444444444446
84.0,180.0,90.0,-0.9090909090909091
99.0,200.0,150.0,5.999999999999998
91.0,0.0,0.0,1.0
105.0,220.0,40.0,0.0
31.0,50.0,130.0,-2.911764705882353
191.0,300.0,150.0,0.03076923076923075
84.0,180.0,220.0,-1.1666666666666663
31.0,50.0,100.0,0.7552447552447552
92.0,205.0,40.0,-0.19354838709677422
74.0,140.0,250.0,-16.55769230769231
99.0,200.0,150.0,-0.9333333333333333
91.0,180.0,50.0,6.666666666666669
95.0,150.0,140.0,-10.8
105.0,220.0,70.0,-1.0714285714285716
91.0,180.0,180.0,-8.642857142857146
84.0,180.0,60.0,0.0
105.0,220.0,10.0,-3.7499999999999987
74.0,140.0,620.0,-167.75
191.0,0.0,0.0,1.0
95.0,150.0,110.0,0.0
92.0,205.0,40.0,-1.7355371900826444
99.0,0.0,0.0,1.0
31.0,50.0,240.0,0.0
91.0,190.0,90.0,-0.22321428571428573
99.0,0.0,0.0,1.0
92.0,205.0,10.0,0.0
191.0,0.0,0.0,1.0
84.0,190.0,40.0,0.0
31.0,50.0,190.0,-5.0892857142857135
95.0,150.0,40.0,-0.39473684210526316
74.0,140.0,590.0,-206.25000000000006
91.0,190.0,120.0,-2.2305084745762707
84.0,190.0,20.0,0.0
95.0,150.0,70.0,-11.875
92.0,205.0,30.0,-1.5584415584415583
105.0,230.0,50.0,5.466666666666662
191.0,0.0,0.0,1.0
74.0,140.0,230.0,0.0
31.0,50.0,70.0,1.0821256038647344
99.0,0.0,0.0,1.0
91.0,190.0,120.0,0.0
74.0,140.0,190.0,-2.216666666666666
92.0,205.0,10.0,-2.0404858299595148
99.0,200.0,190.0,-737.9999999999993
191.0,320.0,90.0,-0.8771929824561403
31.0,50.0,210.0,-1.580246913580247
95.0,150.0,130.0,-0.19047619047619047
84.0,190.0,50.0,-2.3076923076923084
91.0,190.0,120.0,0.0
84.0,190.0,100.0,0.0
31.0,50.0,50.0,0.6785714285714285
99.0,200.0,90.0,0.26666666666666666
105.0,230.0,30.0,-4.444444444444447
191.0,320.0,50.0,1.7037037037037042
74.0,140.0,210.0,-5.688888888888889
95.0,150.0,80.0,-8.666666666666671
92.0,205.0,40.0,-1.3636363636363635
95.0,150.0,110.0,-6.5227272727272725
191.0,320.0,130.0,0.16042780748663107
92.0,205.0,140.0,-0.21404682274247477
74.0,0.0,0.0,1.0
84.0,190.0,120.0,0.0
31.0,50.0,90.0,0.33928571428571425
99.0,200.0,90.0,0.0
91.0,190.0,40.0,11.111111111111102
191.0,320.0,200.0,5.846153846153847
95.0,150.0,250.0,-0.47058823529411764
91.0,190.0,240.0,-0.15000000000000016
99.0,200.0,160.0,-6.333333333333341
92.0,205.0,330.0,42.50000000000015
105.0,230.0,20.0,-7.703030303030297
31.0,50.0,200.0,-11.5
74.0,0.0,0.0,1.0
84.0,190.0,200.0,0.0
91.0,190.0,240.0,0.0
191.0,320.0,150.0,-0.5480769230769231
99.0,200.0,230.0,-1.4222222222222225
31.0,50.0,270.0,-0.23188405797101463
84.0,190.0,80.0,-0.25132275132275134
95.0,150.0,170.0,-5.34375
74.0,140.0,320.0,-13.235294117647062
95.0,150.0,60.0,-11.375000000000005
191.0,320.0,480.0,6.176470588235294
84.0,190.0,150.0,1.6923076923076923
92.0,205.0,10.0,-11.82222222222222
91.0,190.0,170.0,-218.6666666666668
74.0,0.0,0.0,1.0
31.0,50.0,140.0,0.0
99.0,200.0,150.0,0.023809523809523798
95.0,150.0,40.0,2.9333333333333336
74.0,0.0,0.0,1.0
31.0,50.0,200.0,0.0
92.0,205.0,30.0,-0.2741935483870968
91.0,190.0,210.0,-82.00000000000006
191.0,320.0,150.0,-0.4175824175824176
99.0,200.0,250.0,-1.777777777777778
84.0,190.0,140.0,8.799999999999992
84.0,190.0,440.0,0.0
99.0,200.0,160.0,-12.090909090909104
74.0,0.0,0.0,1.0
95.0,150.0,70.0,0.0
191.0,320.0,240.0,2.142857142857143
31.0,50.0,230.0,0.04938271604938267
91.0,190.0,170.0,-0.09316770186335406
92.0,205.0,30.0,-10.431372549019605
84.0,190.0,60.0,-13.666666666666675
31.0,50.0,120.0,-1.357142857142857
74.0,0.0,0.0,1.0
95.0,150.0,80.0,0.0
99.0,200.0,290.0,7.875000000000002
91.0,190.0,120.0,11.724137931034473
191.0,320.0,160.0,0.4871794871794871
31.0,50.0,140.0,0.14814814814814814
105.0,230.0,30.0,-0.21825396825396828
91.0,190.0,110.0,-15.333333333333332
99.0,200.0,90.0,-3.4545454545454573
191.0,320.0,180.0,1.6666666666666665
84.0,190.0,110.0,0.9572649572649572
74.0,140.0,190.0,-2.7636363636363632
95.0,150.0,20.0,-12.52631578947369
31.0,50.0,80.0,-4.499999999999999
63.0,140.0,470.0,2.7083333333333335
164.0,320.0,260.0,-0.3475177304964539
76.0,190.0,180.0,0.7573964497041421
85.0,0.0,0.0,1.0
84.0,190.0,10.0,0.0
105.0,230.0,10.0,0.0
95.0,150.0,30.0,-5.75
74.0,140.0,320.0,-145.00000000000003
191.0,320.0,130.0,-0.4618055555555556
84.0,190.0,30.0,1.893491124260355
99.0,0.0,0.0,1.0
105.0,230.0,60.0,0.0
95.0,0.0,0.0,1.0
92.0,205.0,20.0,0.0
91.0,190.0,180.0,-109.3333333333334
31.0,56.0,160.0,0.15754560530679942
84.0,190.0,40.0,-0.31343283582089554
74.0,140.0,200.0,-15.199999999999998
32.0,56.0,160.0,0.33333333333333326
105.0,230.0,10.0,-0.30172413793103453
192.0,320.0,190.0,46.00000000000001
95.0,0.0,0.0,1.0
99.0,0.0,0.0,0.0
91.0,190.0,170.0,0.0
92.0,205.0,60.0,-8.196078431372545
99.0,200.0,180.0,-81.99999999999993
74.0,140.0,200.0,-0.37037037037037046
191.0,320.0,160.0,-0.15555555555555553
84.0,190.0,20.0,2.1538461538461537
91.0,190.0,80.0,0.0
95.0,150.0,70.0,0.59375
92.0,205.0,20.0,-1.948051948051948
32.0,56.0,100.0,-5.503355704697987
99.0,200.0,200.0,0.38888888888888884
105.0,230.0,20.0,-6.0000000000000036
91.0,190.0,200.0,-51.75
192.0,320.0,200.0,0.0
74.0,140.0,120.0,0.7111111111111111
95.0,0.0,0.0,1.0
84.0,190.0,60.0,0.0
33.0,56.0,110.0,-1.181592039800995
84.0,190.0,20.0,-0.3419267299864315
95.0,150.0,10.0,2.375
91.0,190.0,70.0,22.500000000000004
105.0,230.0,40.0,-2.035714285714286
74.0,140.0,160.0,-7.666666666666668
193.0,320.0,430.0,1.3125000000000002
99.0,200.0,190.0,1.4883720930232558
33.0,56.0,100.0,0.6578947368421053
92.0,0.0,0.0,1.0
74.0,140.0,80.0,0.0
84.0,190.0,20.0,-2.0999999999999996
195.0,330.0,170.0,10.178571428571427
92.0,0.0,0.0,1.0
99.0,200.0,220.0,0.0
33.0,56.0,40.0,1.1363636363636362
91.0,190.0,90.0,0.5223880597014926
105.0,230.0,20.0,-3.6944444444444446
95.0,150.0,20.0,-0.0
196.0,330.0,240.0,9.166666666666666
105.0,230.0,10.0,3.1625000000000005
99.0,200.0,160.0,-114.99999999999999
95.0,0.0,0.0,1.0
74.0,140.0,130.0,0.0
84.0,190.0,50.0,-1.723076923076923
94.0,0.0,0.0,1.0
91.0,190.0,70.0,0.0
33.0,56.0,140.0,-1.4179104477611941
95.0,216.0,10.0,-0.325
196.0,330.0,130.0,22.73684210526316
33.0,56.0,140.0,-0.09264458169567652
105.0,230.0,50.0,-0.20689655172413793
99.0,200.0,290.0,-36.79999999999999
74.0,140.0,230.0,0.6896551724137929
91.0,190.0,120.0,-1.3391304347826085
94.0,150.0,170.0,-1.9791666666666672
105.0,230.0,10.0,-1.764705882352941
94.0,150.0,290.0,-80.5
33.0,56.0,200.0,0.49523110785033003
95.0,0.0,0.0,1.0
99.0,200.0,230.0,0.0
84.0,190.0,20.0,18.260869565217376
74.0,140.0,190.0,-32.3
196.0,330.0,150.0,-0.15512465373961218
91.0,190.0,110.0,0.6285714285714288
84.0,190.0,40.0,0.0
34.0,59.0,140.0,-3.625954198473283
94.0,150.0,200.0,0.2778649921507065
197.0,330.0,110.0,-0.3749999999999999
91.0,190.0,80.0,0.6428571428571429
105.0,230.0,40.0,-2.375
73.0,140.0,270.0,-14.694444444444446
95.0,0.0,0.0,1.0
99.0,200.0,180.0,0.0
99.0,200.0,160.0,0.0
73.0,140.0,270.0,-2.2916666666666665
94.0,150.0,50.0,-11.407407407407414
91.0,190.0,110.0,4.500000000000002
197.0,330.0,80.0,-0.3701298701298701
95.0,216.0,10.0,2.5328947368421053
34.0,59.0,210.0,-27.515923566878982
91.0,190.0,50.0,-0.34314794620138134
84.0,0.0,0.0,1.0
99.0,200.0,140.0,0.0
94.0,0.0,0.0,1.0
95.0,216.0,80.0,0.0
34.0,63.0,60.0,0.35294117647058826
73.0,140.0,70.0,0.1363636363636364
197.0,330.0,170.0,1.0526315789473681
95.0,216.0,40.0,2.2136222910216716
94.0,0.0,0.0,1.0
84.0,0.0,0.0,0.0
73.0,140.0,150.0,0.0
99.0,200.0,200.0,0.7777777777777776
91.0,190.0,40.0,15.999999999999988
34.0,63.0,90.0,-1.87007874015748
105.0,230.0,200.0,0.46107784431137727
197.0,330.0,230.0,0.34499999999999986
94.0,0.0,0.0,1.0
84.0,0.0,0.0,0.0
34.0,63.0,140.0,0.0
105.0,240.0,30.0,-0.2796610169491526
73.0,140.0,160.0,-10.4
95.0,216.0,10.0,-1.726973684210526
99.0,200.0,210.0,-270.0
91.0,200.0,80.0,0.0
197.0,330.0,150.0,1.3461538461538463
95.0,216.0,90.0,1.1578947368421053
94.0,150.0,110.0,-0.7272727272727275
105.0,240.0,10.0,-1.515151515151515
73.0,140.0,60.0,-12.000000000000002
91.0,200.0,50.0,-0.3888888888888888
99.0,205.0,90.0,32.000000000000114
34.0,63.0,80.0,0.16040688575899853
84.0,200.0,30.0,-0.2874087591240876
197.0,330.0,130.0,5.128205128205129
105.0,0.0,0.0,1.0
95.0,216.0,120.0,0.0
84.0,200.0,120.0,-0.0
197.0,330.0,100.0,-0.2564102564102564
94.0,150.0,470.0,-6.783333333333334
73.0,140.0,100.0,11.808510638297875
99.0,0.0,0.0,1.0
92.0,200.0,140.0,0.0
34.0,63.0,30.0,1.1470281543274243
73.0,140.0,300.0,7.363636363636363
105.0,0.0,0.0,1.0
94.0,150.0,310.0,0.0
34.0,63.0,10.0,1.668520578420467
84.0,200.0,140.0,5.978102189781023
95.0,216.0,220.0,7.142857142857136
99.0,0.0,0.0,1.0
92.0,200.0,150.0,0.0
197.0,330.0,160.0,0.10256410256410256
34.0,63.0,10.0,1.1587078651685394
92.0,200.0,140.0,5.978102189781023
99.0,0.0,0.0,1.0
197.0,330.0,320.0,0.0
73.0,140.0,260.0,0.32565789473684215
94.0,150.0,420.0,8.61538461538462
95.0,216.0,90.0,-1.7857142857142858
84.0,200.0,420.0,-49.50000000000001
99.0,0.0,0.0,1.0
73.0,140.0,160.0,0.0
84.0,200.0,50.0,-1.6041666666666665
197.0,330.0,180.0,4.000000000000001
34.0,63.0,50.0,0.8926342072409488
94.0,150.0,450.0,5.793103448275862
92.0,200.0,230.0,-1.466666666666667
95.0,216.0,90.0,-7.608695652173907
92.0,200.0,150.0,-9.000000000000002
34.0,63.0,80.0,0.681265206812652
197.0,330.0,210.0,0.38342696629213485
94.0,150.0,60.0,1.3095238095238098
73.0,140.0,440.0,-95.00000000000001
99.0,205.0,110.0,-1.6153846153846156
95.0,216.0,20.0,-15.247933884297506
84.0,200.0,60.0,-27.0
99.0,205.0,220.0,106.66666666666704
34.0,63.0,140.0,0.5249679897567222
73.0,140.0,210.0,0.40909090909090906
92.0,0.0,0.0,1.0
197.0,330.0,160.0,0.0
84.0,200.0,50.0,1.7451923076923077
94.0,0.0,0.0,1.0
95.0,0.0,0.0,0.0
197.0,330.0,150.0,0.0
92.0,0.0,0.0,1.0
84.0,200.0,60.0,0.0
99.0,205.0,260.0,133.3333333333338
94.0,0.0,0.0,1.0
95.0,0.0,0.0,0.0
73.0,140.0,250.0,0.0
34.0,63.0,100.0,1.0909090909090908
92.0,0.0,0.0,1.0
95.0,0.0,0.0,0.0
197.0,330.0,190.0,0.0
73.0,140.0,140.0,0.4570637119113575
84.0,200.0,110.0,-0.5
99.0,205.0,190.0,29.090909090909197
94.0,150.0,20.0,3.3349282296650715
34.0,63.0,30.0,-0.8620689655172413
34.0,0.0,0.0,1.0
73.0,140.0,160.0,0.0
99.0,205.0,220.0,0.8076923076923078
95.0,0.0,0.0,1.0
197.0,330.0,180.0,0.0
94.0,150.0,40.0,1.425925925925926
84.0,200.0,50.0,0.7500000000000002
92.0,0.0,0.0,1.0
95.0,216.0,70.0,0.0
84.0,200.0,10.0,11.571428571428573
34.0,0.0,0.0,1.0
99.0,205.0,190.0,0.0
92.0,200.0,30.0,34.52631578947365
94.0,150.0,100.0,-9.333333333333334
197.0,330.0,90.0,-0.0833333333333333
73.0,140.0,120.0,-0.5789473684210525
34.0,0.0,0.0,1.0
73.0,140.0,190.0,0.0
99.0,205.0,230.0,0.45344129554655876
84.0,200.0,160.0,12.478260869565208
92.0,200.0,130.0,0.0
197.0,330.0,160.0,0.3550295857988167
95.0,216.0,20.0,2.5328947368421053
94.0,150.0,350.0,-53.99999999999999
95.0,216.0,40.0,-2.012987012987013
91.0,200.0,140.0,-33.75
197.0,330.0,300.0,1.7582417582417584
73.0,140.0,180.0,0.6947368421052633
94.0,150.0,330.0,11.666666666666671
84.0,200.0,20.0,-2.818181818181819
99.0,205.0,280.0,520.0000000000018
34.0,63.0,30.0,1.2889839034205233
91.0,200.0,90.0,0.9197080291970804
110.0,240.0,20.0,-3.8888888888888897
195.0,330.0,140.0,16.0
99.0,205.0,180.0,-0.7542857142857146
34.0,63.0,40.0,1.1228482003129892
94.0,150.0,320.0,5.068965517241379
73.0,140.0,170.0,7.031250000000002
14.0,200.0,20.0,-2.0588235294117645
34.0,63.0,100.0,-5.839416058394161
94.0,150.0,130.0,0.21724137931034487
99.0,205.0,200.0,1.4685314685314685
73.0,140.0,380.0,-2.8384615384615386
192.0,330.0,120.0,-0.5041551246537396
95.0,216.0,10.0,2.6535087719298245
110.0,240.0,30.0,17.999999999999993
14.0,200.0,130.0,-20.000000000000004
91.0,0.0,0.0,1.0
99.0,205.0,110.0,0.0
14.0,200.0,30.0,29.81818181818179
191.0,0.0,0.0,1.0
94.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
35.0,63.0,30.0,0.0
95.0,216.0,30.0,0.0
73.0,140.0,170.0,-13.263157894736842
35.0,63.0,140.0,0.3208556149732621
73.0,140.0,100.0,-0.23376623376623373
99.0,205.0,310.0,4.523076923076924
14.0,200.0,70.0,31.74193548387094
191.0,0.0,0.0,1.0
94.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0
95.0,216.0,10.0,0.0
191.0,0.0,0.0,1.0
14.0,200.0,30.0,0.0
36.0,63.0,70.0,-1.9464720194647203
94.0,150.0,20.0,-0.5172413793103449
99.0,205.0,200.0,24.545454545454543
91.0,0.0,0.0,1.0
95.0,216.0,10.0,0.0
73.0,140.0,90.0,-22.736842105263158
95.0,216.0,10.0,-1.637426900584795
99.0,205.0,170.0,-314.18181818181813
94.0,0.0,0.0,1.0
36.0,60.0,80.0,0.0
73.0,140.0,100.0,0.18749999999999997
61.0,200.0,70.0,-0.7000000000000001
91.0,0.0,0.0,1.0
190.0,0.0,0.0,0.0
91.0,200.0,80.0,0.0
94.0,150.0,310.0,-11.5
190.0,330.0,80.0,-0.618279569892473
73.0,140.0,130.0,-1.085526315789474
37.0,60.0,100.0,0.4038461538461538
99.0,205.0,140.0,0.16551724137931031
94.0,150.0,170.0,-0.7987012987012982
190.0,330.0,170.0,0.0
91.0,200.0,80.0,1.3438914027149322
99.0,205.0,70.0,-5.000000000000018
73.0,140.0,450.0,-17.120879120879124
95.0,216.0,10.0,-1.8011695906432745
37.0,0.0,0.0,1.0
84.0,200.0,40.0,0.0
91.0,200.0,120.0,0.0
38.0,0.0,0.0,1.0
95.0,150.0,280.0,0.0
190.0,330.0,110.0,-0.5059523809523809
99.0,205.0,80.0,0.72
73.0,140.0,80.0,-0.0
95.0,150.0,260.0,31.500000000000014
91.0,200.0,120.0,-1.6153846153846156
99.0,205.0,100.0,-6.666666666666689
190.0,330.0,80.0,-0.32799999999999985
75.0,140.0,150.0,-1.5197368421052633
84.0,200.0,70.0,-1.2444444444444442
40.0,0.0,0.0,1.0
40.0,60.0,260.0,0.0
95.0,216.0,40.0,-0.3254437869822485
